wordlen,sent_id,speaker,old_split,in_sst,in_spog,old_name,letters,doc,split
2,Gos287.s61,Bf-prij-01071,train,true,false,NZtesgprij,NZ,Gos287,dev
5,Gos287.s62,Bm-prij-01072,train,true,false,NZtesgprij,NZ,Gos287,dev
12,Gos287.s63,Bm-prij-01072,train,true,false,NZtesgprij,NZ,Gos287,dev
14,Gos136.s403,Cm-mode-05621,train,false,true,JRrajzcajp,JR,Gos136,train
8,Gos136.s404,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
31,Gos136.s405,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
34,Gos136.s406,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
8,Gos136.s407,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
17,Gos136.s409,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
22,Gos136.s410,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
16,Gos136.s411,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
10,Gos136.s412,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
24,Gos136.s413,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
5,Gos136.s414,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
26,Gos136.s415,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
10,Gos136.s416,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
22,Gos136.s417,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
11,Gos136.s418,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
21,Gos136.s419,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
14,Gos136.s420,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
15,Gos136.s421,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
18,Gos136.s422,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
17,Gos136.s423,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
9,Gos136.s424,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
14,Gos136.s425,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
12,Gos136.s426,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
22,Gos136.s427,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
7,Gos136.s428,Am-mode-05620,train,false,true,JRrajzcajp,JR,Gos136,train
13,Gos136.s429,Cm-mode-05621,train,false,true,JRrajzcajp,JR,Gos136,train
26,Gos136.s430,Cm-mode-05621,train,false,true,JRrajzcajp,JR,Gos136,train
8,Gos136.s431,Cm-mode-05621,train,false,true,JRrajzcajp,JR,Gos136,train
20,Gos136.s432,Cm-mode-05621,train,false,true,JRrajzcajp,JR,Gos136,train
9,Gos136.s433,Cm-mode-05621,train,false,true,JRrajzcajp,JR,Gos136,train
4,Gos136.s434,Cm-mode-05621,train,false,true,JRrajzcajp,JR,Gos136,train
16,Gos136.s435,Cm-mode-05621,train,false,true,JRrajzcajp,JR,Gos136,train
15,Gos136.s436,Cm-mode-05621,train,false,true,JRrajzcajp,JR,Gos136,train
24,Gos136.s437,Cm-mode-05621,train,false,true,JRrajzcajp,JR,Gos136,train
8,Gos138.s24,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
7,Gos138.s25,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
6,Gos138.s26,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
8,Gos138.s27,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
5,Gos138.s28,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
59,Gos138.s29,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s30,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
8,Gos138.s31,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s33,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
4,Gos138.s35,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
34,Gos138.s37,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s38,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
13,Gos138.s39,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s40,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
3,Gos138.s41,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
3,Gos138.s42,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s43,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
3,Gos138.s44,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
7,Gos138.s45,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s46,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s47,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s48,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s49,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
18,Gos138.s50,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
4,Gos138.s51,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
26,Gos138.s52,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s53,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s54,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s55,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
20,Gos138.s56,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
4,Gos138.s57,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
5,Gos138.s58,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
4,Gos138.s59,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s60,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s61,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
6,Gos138.s62,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s63,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
25,Gos138.s64,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
4,Gos138.s65,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
15,Gos138.s66,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s67,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
19,Gos138.s68,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s69,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
21,Gos138.s70,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
6,Gos138.s71,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s73,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s74,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
11,Gos138.s75,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
36,Gos138.s76,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
4,Gos138.s77,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
8,Gos138.s78,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s79,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
8,Gos138.s80,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
4,Gos138.s81,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s83,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s85,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
3,Gos138.s87,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
6,Gos138.s89,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
4,Gos138.s91,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s92,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
43,Gos138.s93,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
5,Gos138.s94,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
6,Gos138.s95,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
3,Gos138.s96,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s97,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s98,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s99,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
6,Gos138.s100,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s101,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
11,Gos138.s102,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s103,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
8,Gos138.s105,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
31,Gos138.s106,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s108,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
18,Gos138.s109,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
2,Gos138.s110,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
4,Gos138.s112,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
4,Gos138.s114,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
58,Gos138.s115,Sf-mode-04529,train,false,true,JRrajzkkna,JR,Gos138,train
8,Gos138.s116,Mm-posl-04531,train,false,true,JRrajzkkna,JR,Gos138,train
3,Gos138.s118,Dm-posl-04530,train,false,true,JRrajzkkna,JR,Gos138,train
10,Gos159.s592,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
8,Gos159.s593,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s594,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
19,Gos159.s595,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
9,Gos159.s596,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s597,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s598,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
11,Gos159.s599,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s600,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s601,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
8,Gos159.s602,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s603,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s604,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
8,Gos159.s605,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
28,Gos159.s606,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
5,Gos159.s607,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s608,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s609,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s610,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
14,Gos159.s612,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
7,Gos159.s614,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
6,Gos159.s615,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
16,Gos159.s616,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
10,Gos159.s617,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
12,Gos159.s618,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
13,Gos159.s619,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s620,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
9,Gos159.s621,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
11,Gos159.s622,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s623,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s624,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
3,Gos159.s625,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s626,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
22,Gos159.s627,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s628,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
13,Gos159.s629,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
6,Gos159.s630,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
11,Gos159.s631,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
5,Gos159.s632,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
11,Gos159.s633,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s634,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
3,Gos159.s635,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
17,Gos159.s636,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
10,Gos159.s637,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
25,Gos159.s638,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s640,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
14,Gos159.s641,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
7,Gos159.s642,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
19,Gos159.s643,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s644,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
13,Gos159.s645,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
17,Gos159.s646,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
22,Gos159.s647,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
15,Gos159.s648,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
10,Gos159.s649,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s651,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
9,Gos159.s652,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
8,Gos159.s653,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
7,Gos159.s654,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s655,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
9,Gos159.s656,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
9,Gos159.s657,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
10,Gos159.s658,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s659,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
8,Gos159.s660,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
2,Gos159.s661,Gm-novi-02048,train,false,true,JRtvslpoas,JR,Gos159,train
14,Gos159.s662,Om-gost-06560,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s663,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
4,Gos159.s664,Sm-novi-02049,train,false,true,JRtvslpoas,JR,Gos159,train
14,Gos167.s153,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
25,Gos167.s154,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
23,Gos167.s155,Zf-nast-05502,train,false,true,JRtvslslpi,JR,Gos167,train
13,Gos167.s156,Zf-nast-05502,train,false,true,JRtvslslpi,JR,Gos167,train
23,Gos167.s157,Zf-nast-05502,train,false,true,JRtvslslpi,JR,Gos167,train
21,Gos167.s158,Zf-nast-05502,train,false,true,JRtvslslpi,JR,Gos167,train
12,Gos167.s159,Zf-nast-05502,train,false,true,JRtvslslpi,JR,Gos167,train
31,Gos167.s160,Zf-nast-05502,train,false,true,JRtvslslpi,JR,Gos167,train
14,Gos167.s161,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
15,Gos167.s162,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
13,Gos167.s163,If-nast-06574,train,false,true,JRtvslslpi,JR,Gos167,train
42,Gos167.s164,If-nast-06574,train,false,true,JRtvslslpi,JR,Gos167,train
12,Gos167.s165,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
4,Gos167.s166,If-nast-06574,train,false,true,JRtvslslpi,JR,Gos167,train
18,Gos167.s167,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
29,Gos167.s168,Jm-nast-06577,train,false,true,JRtvslslpi,JR,Gos167,train
8,Gos167.s169,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
2,Gos167.s170,If-nast-06574,train,false,true,JRtvslslpi,JR,Gos167,train
17,Gos167.s171,Jm-nast-06577,train,false,true,JRtvslslpi,JR,Gos167,train
2,Gos167.s172,Jm-nast-06577,train,false,true,JRtvslslpi,JR,Gos167,train
18,Gos167.s175,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
2,Gos167.s176,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
11,Gos167.s177,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
14,Gos167.s178,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
30,Gos167.s179,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
7,Gos167.s180,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
9,Gos167.s181,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
12,Gos167.s182,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
8,Gos167.s183,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
7,Gos167.s185,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
17,Gos167.s186,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
28,Gos167.s188,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
8,Gos167.s189,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
18,Gos167.s190,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
22,Gos167.s191,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
2,Gos167.s192,Df-mode-06573,train,false,true,JRtvslslpi,JR,Gos167,train
9,Gos167.s193,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
13,Gos167.s194,Tm-nast-06575,train,false,true,JRtvslslpi,JR,Gos167,train
31,Gos173.s23,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
2,Gos173.s24,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
7,Gos173.s25,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
19,Gos173.s26,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
12,Gos173.s27,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
2,Gos173.s28,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
23,Gos173.s29,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
4,Gos173.s30,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
20,Gos173.s31,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
23,Gos173.s32,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
26,Gos173.s33,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
13,Gos173.s34,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
7,Gos173.s35,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
9,Gos173.s36,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
16,Gos173.s37,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
15,Gos173.s38,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
8,Gos173.s41,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
10,Gos173.s42,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
4,Gos173.s43,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
25,Gos173.s45,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
6,Gos173.s46,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
4,Gos173.s47,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
5,Gos173.s48,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
10,Gos173.s50,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
4,Gos173.s51,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
8,Gos173.s52,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
29,Gos173.s53,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
22,Gos173.s54,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
7,Gos173.s55,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
6,Gos173.s56,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
14,Gos173.s57,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
7,Gos173.s58,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
16,Gos173.s59,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
14,Gos173.s60,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
16,Gos173.s61,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
8,Gos173.s62,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
12,Gos173.s63,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
18,Gos173.s64,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
16,Gos173.s65,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
8,Gos173.s66,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
12,Gos173.s67,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
31,Gos173.s68,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
2,Gos173.s69,Bm-stra-05582,train,false,true,NNoskpprdo,NN,Gos173,train
12,Gos173.s70,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
12,Gos173.s71,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
8,Gos173.s72,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
22,Gos173.s73,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
28,Gos173.s74,Am-prod-05581,train,false,true,NNoskpprdo,NN,Gos173,train
11,Gos181.s412,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
35,Gos181.s413,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
2,Gos181.s414,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
3,Gos181.s415,Cf-udel-02554,train,false,true,NNosljsods,NN,Gos181,train
12,Gos181.s416,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
4,Gos181.s417,Bf-udel-02553,train,false,true,NNosljsods,NN,Gos181,train
4,Gos181.s418,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
2,Gos181.s419,Bf-udel-02553,train,false,true,NNosljsods,NN,Gos181,train
12,Gos181.s421,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
9,Gos181.s422,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
8,Gos181.s423,Cf-udel-02554,train,false,true,NNosljsods,NN,Gos181,train
12,Gos181.s424,Df-udel-02555,train,false,true,NNosljsods,NN,Gos181,train
8,Gos181.s425,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
13,Gos181.s427,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
4,Gos181.s428,Df-udel-02555,train,false,true,NNosljsods,NN,Gos181,train
9,Gos181.s429,Cf-udel-02554,train,false,true,NNosljsods,NN,Gos181,train
19,Gos181.s430,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
7,Gos181.s431,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
6,Gos181.s432,Bf-udel-02553,train,false,true,NNosljsods,NN,Gos181,train
13,Gos181.s433,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
6,Gos181.s434,Cf-udel-02554,train,false,true,NNosljsods,NN,Gos181,train
6,Gos181.s435,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
9,Gos181.s436,Cf-udel-02554,train,false,true,NNosljsods,NN,Gos181,train
7,Gos181.s438,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
13,Gos181.s439,Cf-udel-02554,train,false,true,NNosljsods,NN,Gos181,train
16,Gos181.s440,Df-udel-02555,train,false,true,NNosljsods,NN,Gos181,train
17,Gos181.s441,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
15,Gos181.s442,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
8,Gos181.s443,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
10,Gos181.s444,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
13,Gos181.s447,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
6,Gos181.s448,Cf-udel-02554,train,false,true,NNosljsods,NN,Gos181,train
15,Gos181.s449,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
7,Gos181.s451,Cf-udel-02554,train,false,true,NNosljsods,NN,Gos181,train
8,Gos181.s452,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
4,Gos181.s453,Cf-udel-02554,train,false,true,NNosljsods,NN,Gos181,train
6,Gos181.s454,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
7,Gos181.s455,Df-udel-02555,train,false,true,NNosljsods,NN,Gos181,train
4,Gos181.s456,Df-udel-02555,train,false,true,NNosljsods,NN,Gos181,train
15,Gos181.s457,Af-udel-02552,train,false,true,NNosljsods,NN,Gos181,train
9,Gos181.s458,Df-udel-02555,train,false,true,NNosljsods,NN,Gos181,train
