who,numw,file,textdesc,speech,PRS-ID,PERM-RESD,CHILD-RESD,SEX,AGE,DOMAIN,CHANNEL,SUBCORPUS,TYPE
Cf-prij-07151,10,SPOG-Gos257-NZosnmdopr-jg0909141900.xml,"doma, prijatelji",Gos257,Cf-prij-07151,"jugovzhodna Slovenija, osrednjeslovenska",-,ženski,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Af-sode-05584,29,SPOG-Gos179-NNosljpods-pk1004191451.xml,neformalni delovni sestanek,Gos179,Af-sode-05584,"gorenjska, obalno-kraška",-,ženski,18 do 34 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Bm-sode-05588,123,SPOG-Gos179-NNosljpods-pk1004191451.xml,neformalni delovni sestanek,Gos179,Bm-sode-05588,osrednjeslovenska,-,moški,30 do 59 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Af-novi-02029,9,SPOG-Gos067-JItvslpopr-rd0903232219.xml,"PopTV, Preverjeno",Gos067,Af-novi-02029,-,-,ženski,-,"PopTV, Preverjeno",televizija,Gos,informativno-izobraževalni
Bm-nast-02030,21,SPOG-Gos067-JItvslpopr-rd0903232219.xml,"PopTV, Preverjeno",Gos067,Bm-nast-02030,-,-,moški,-,"PopTV, Preverjeno",televizija,Gos,informativno-izobraževalni
Tm-pred-06583,186,SPOG-Gos007-JIfasvaknr-dv0912110922.xml,javno predavanje,Gos007,Tm-pred-06583,osrednjeslovenska,-,moški,30 do 59 let,javno predavanje,osebni stik,Gos,informativno-izobraževalni
Am-prij-05576,53,SPOG-Gos276-NZtegoprij-kk1003061818.xml,klic prijatelju,Gos276,Am-prij-05576,"goriška, osrednjeslovenska",-,moški,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Bm-prij-05577,10,SPOG-Gos276-NZtegoprij-kk1003061818.xml,klic prijatelju,Gos276,Bm-prij-05577,"goriška, osrednjeslovenska",-,moški,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Af-novi-05533,4,SPOG-Gos024-JIrajzakjp-rd0906111346.xml,"Aktual, Aktualno",Gos024,Af-novi-05533,-,-,ženski,-,"Aktual, Aktualno",radio,Gos,informativno-izobraževalni
Em-mode-05517,45,SPOG-Gos024-JIrajzakjp-rd0906111346.xml,"Aktual, Aktualno",Gos024,Em-mode-05517,-,-,moški,-,"Aktual, Aktualno",radio,Gos,informativno-izobraževalni
Sm-klic-02321,13,SPOG-Gos206-NNteljstsv-az1008061059.xml,svetovanje,Gos206,Sm-klic-02321,"gorenjska, podravska, tujina",-,moški,30 do 59 let,svetovanje,telefon,Gos,nezasebni
Vm-prod-07539,110,SPOG-Gos206-NNteljstsv-az1008061059.xml,svetovanje,Gos206,Vm-prod-07539,"gorenjska, osrednjeslovenska, pomurska",-,moški,30 do 59 let,svetovanje,telefon,Gos,nezasebni
Am-novi-02133,14,SPOG-Gos124-JItvslslpo-rd0905270939.xml,"TVSlo, Polemika",Gos124,Am-novi-02133,-,-,moški,-,"TVSlo, Polemika",televizija,Gos,informativno-izobraževalni
Gf-novi-02137,214,SPOG-Gos124-JItvslslpo-rd0905270939.xml,"TVSlo, Polemika",Gos124,Gf-novi-02137,-,-,ženski,-,"TVSlo, Polemika",televizija,Gos,informativno-izobraževalni
Bf-prij-09525,57,SPOG-Gos278-NZteljprij-bo1001181400.xml,klic prijatelju,Gos278,Bf-prij-09525,osrednjeslovenska,-,ženski,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Df-prij-09526,72,SPOG-Gos278-NZteljprij-bo1001181400.xml,klic prijatelju,Gos278,Df-prij-09526,osrednjeslovenska,-,ženski,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Am-nast-00509,43,SPOG-Gos162-JRtvslpokm-rd0905151406.xml,"PopTV, Kmetija",Gos162,Am-nast-00509,tujina,-,moški,18 do 34 let,"PopTV, Kmetija",televizija,Gos,razvedrilni
Dm-nast-00512,37,SPOG-Gos162-JRtvslpokm-rd0905151406.xml,"PopTV, Kmetija",Gos162,Dm-nast-00512,-,-,moški,30 do 59 let,"PopTV, Kmetija",televizija,Gos,razvedrilni
Em-nast-00513,62,SPOG-Gos162-JRtvslpokm-rd0905151406.xml,"PopTV, Kmetija",Gos162,Em-nast-00513,-,-,moški,18 do 34 let,"PopTV, Kmetija",televizija,Gos,razvedrilni
Am-mode-05620,205,SPOG-Gos135-JRrajzcajp-rd0907171252.xml,"Capris, jutranji",Gos135,Am-mode-05620,-,-,moški,-,"Capris, jutranji",radio,Gos,razvedrilni
Bm-mode-05621,24,SPOG-Gos135-JRrajzcajp-rd0907171252.xml,"Capris, jutranji",Gos135,Bm-mode-05621,-,-,moški,-,"Capris, jutranji",radio,Gos,razvedrilni
Lm-nast-05625,1,SPOG-Gos135-JRrajzcajp-rd0907171252.xml,"Capris, jutranji",Gos135,Lm-nast-05625,-,-,moški,-,"Capris, jutranji",radio,Gos,razvedrilni
Nm-posl-05638,45,SPOG-Gos135-JRrajzcajp-rd0907171252.xml,"Capris, jutranji",Gos135,Nm-posl-05638,-,-,moški,-,"Capris, jutranji",radio,Gos,razvedrilni
Fm-gost-06571,24,SPOG-Gos128-JItvslslsc-rd0905271049.xml,"TVSlo, StudioCity",Gos128,Fm-gost-06571,-,-,moški,-,"TVSlo, StudioCity",televizija,Gos,informativno-izobraževalni
Sm-novi-06570,41,SPOG-Gos128-JItvslslsc-rd0905271049.xml,"TVSlo, StudioCity",Gos128,Sm-novi-06570,-,-,moški,-,"TVSlo, StudioCity",televizija,Gos,informativno-izobraževalni
Am-prod-02325,63,SPOG-Gos192-NNosmbfrst-sv1006161441.xml,storitev,Gos192,Am-prod-02325,podravska,-,moški,18 do 34 let,storitev,osebni stik,Gos,nezasebni
Bf-stra-02326,1,SPOG-Gos192-NNosmbfrst-sv1006161441.xml,storitev,Gos192,Bf-stra-02326,podravska,-,ženski,18 do 34 let,storitev,osebni stik,Gos,nezasebni
Cf-stra-07534,59,SPOG-Gos192-NNosmbfrst-sv1006161441.xml,storitev,Gos192,Cf-stra-07534,"podravska, osrednjeslovenska",-,ženski,18 do 34 let,storitev,osebni stik,Gos,nezasebni
Ef-ssta-06566,83,SPOG-Gos229-NZoskrdodr-ak0904251100.xml,"doma, družina",Gos229,Ef-ssta-06566,gorenjska,-,ženski,nad 60 let,"doma, družina",osebni stik,Gos,zasebni
Lf-otro-06567,23,SPOG-Gos229-NZoskrdodr-ak0904251100.xml,"doma, družina",Gos229,Lf-otro-06567,"gorenjska, osrednjeslovenska",-,ženski,18 do 34 let,"doma, družina",osebni stik,Gos,zasebni
Gm-soro-00806,26,SPOG-Gos184-NNosljtrgo-mj0912202338.xml,neformalni delovni sestanek,Gos184,Gm-soro-00806,osrednjeslovenska,-,moški,18 do 34 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Jm-soro-00807,3,SPOG-Gos184-NNosljtrgo-mj0912202338.xml,neformalni delovni sestanek,Gos184,Jm-soro-00807,osrednjeslovenska,-,moški,30 do 59 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Mf-soro-00808,59,SPOG-Gos184-NNosljtrgo-mj0912202338.xml,neformalni delovni sestanek,Gos184,Mf-soro-00808,osrednjeslovenska,-,ženski,18 do 34 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Bf-mode-05533,40,SPOG-Gos031-JIrajzakns-rd0906111406.xml,"Aktual, Na sredi",Gos031,Bf-mode-05533,-,-,ženski,-,"Aktual, Na sredi",radio,Gos,informativno-izobraževalni
Cf-gost-05601,31,SPOG-Gos031-JIrajzakns-rd0906111406.xml,"Aktual, Na sredi",Gos031,Cf-gost-05601,-,-,ženski,-,"Aktual, Na sredi",radio,Gos,informativno-izobraževalni
Af-gost-02157,173,SPOG-Gos165-JRtvslslnl-rd0905221433.xml,"TVSlo, NLP",Gos165,Af-gost-02157,-,-,ženski,30 do 59 let,"TVSlo, NLP",televizija,Gos,razvedrilni
Bm-novi-02158,57,SPOG-Gos165-JRtvslslnl-rd0905221433.xml,"TVSlo, NLP",Gos165,Bm-novi-02158,-,-,moški,18 do 34 let,"TVSlo, NLP",televizija,Gos,razvedrilni
Cf-novi-02159,7,SPOG-Gos165-JRtvslslnl-rd0905221433.xml,"TVSlo, NLP",Gos165,Cf-novi-02159,-,-,ženski,-,"TVSlo, NLP",televizija,Gos,razvedrilni
Am-prij-09505,31,SPOG-Gos243-NZosljzupr-bo0910192226.xml,"zunaj doma, prijatelji",Gos243,Am-prij-09505,osrednjeslovenska,-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Mm-prij-09507,31,SPOG-Gos243-NZosljzupr-bo0910192226.xml,"zunaj doma, prijatelji",Gos243,Mm-prij-09507,osrednjeslovenska,-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Pm-prij-09506,54,SPOG-Gos243-NZosljzupr-bo0910192226.xml,"zunaj doma, prijatelji",Gos243,Pm-prij-09506,osrednjeslovenska,-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Dm-prij-06009,37,SPOG-Gos254-NZosmsstdo-jt0907061638.xml,"zunaj doma, prijatelji",Gos254,Dm-prij-06009,pomurska,-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
If-prij-06008,116,SPOG-Gos254-NZosmsstdo-jt0907061638.xml,"zunaj doma, prijatelji",Gos254,If-prij-06008,pomurska,-,ženski,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Mm-prij-06007,20,SPOG-Gos254-NZosmsstdo-jt0907061638.xml,"zunaj doma, prijatelji",Gos254,Mm-prij-06007,pomurska,-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Mm-posl-06513,2,SPOG-Gos029-JIrajzakjp-rd0906111402.xml,"Aktual, Aktualno",Gos029,Mm-posl-06513,-,-,ženski,-,"Aktual, Aktualno",radio,Gos,informativno-izobraževalni
Rm-novi-05592,13,SPOG-Gos029-JIrajzakjp-rd0906111402.xml,"Aktual, Aktualno",Gos029,Rm-novi-05592,-,-,moški,-,"Aktual, Aktualno",radio,Gos,informativno-izobraževalni
Um-posl-06514,39,SPOG-Gos029-JIrajzakjp-rd0906111402.xml,"Aktual, Aktualno",Gos029,Um-posl-06514,-,-,moški,-,"Aktual, Aktualno",radio,Gos,informativno-izobraževalni
Ef-anke-05595,17,SPOG-Gos033-JIrajzakns-rd0906111410.xml,"Aktual, Na sredi",Gos033,Ef-anke-05595,-,-,ženski,-,"Aktual, Na sredi",radio,Gos,informativno-izobraževalni
Fm-anke-05596,50,SPOG-Gos033-JIrajzakns-rd0906111410.xml,"Aktual, Na sredi",Gos033,Fm-anke-05596,-,-,moški,-,"Aktual, Na sredi",radio,Gos,informativno-izobraževalni
Gf-anke-05597,36,SPOG-Gos033-JIrajzakns-rd0906111410.xml,"Aktual, Na sredi",Gos033,Gf-anke-05597,-,-,ženski,-,"Aktual, Na sredi",radio,Gos,informativno-izobraževalni
Am-udel-02231,70,SPOG-Gos178-NNosljpods-az1003111100.xml,neformalni delovni sestanek,Gos178,Am-udel-02231,"gorenjska, osrednjeslovenska",-,moški,30 do 59 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Bf-udel-02232,14,SPOG-Gos178-NNosljpods-az1003111100.xml,neformalni delovni sestanek,Gos178,Bf-udel-02232,"osrednjeslovenska, gorenjska",-,ženski,18 do 34 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Cf-udel-02233,3,SPOG-Gos178-NNosljpods-az1003111100.xml,neformalni delovni sestanek,Gos178,Cf-udel-02233,osrednjeslovenska,-,ženski,18 do 34 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Df-udel-02234,29,SPOG-Gos178-NNosljpods-az1003111100.xml,neformalni delovni sestanek,Gos178,Df-udel-02234,podravska,-,ženski,18 do 34 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Ef-udel-02235,15,SPOG-Gos178-NNosljpods-az1003111100.xml,neformalni delovni sestanek,Gos178,Ef-udel-02235,"jugovzhodna Slovenija, osrednjeslovenska, gorenjska",-,ženski,30 do 59 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Ff-udel-02236,2,SPOG-Gos178-NNosljpods-az1003111100.xml,neformalni delovni sestanek,Gos178,Ff-udel-02236,osrednjeslovenska,-,ženski,30 do 59 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Hf-udel-02238,26,SPOG-Gos178-NNosljpods-az1003111100.xml,neformalni delovni sestanek,Gos178,Hf-udel-02238,"gorenjska, osrednjeslovenska",-,ženski,18 do 34 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Am-mode-05620,148,SPOG-Gos137-JRrajzcajp-rd0907171303.xml,"Capris, jutranji",Gos137,Am-mode-05620,-,-,moški,-,"Capris, jutranji",radio,Gos,razvedrilni
Bm-mode-05621,35,SPOG-Gos137-JRrajzcajp-rd0907171303.xml,"Capris, jutranji",Gos137,Bm-mode-05621,-,-,moški,-,"Capris, jutranji",radio,Gos,razvedrilni
Jm-posl-05627,39,SPOG-Gos137-JRrajzcajp-rd0907171303.xml,"Capris, jutranji",Gos137,Jm-posl-05627,-,-,moški,-,"Capris, jutranji",radio,Gos,razvedrilni
Mf-inte-04504,20,SPOG-Gos082-JItvslpour-rd0904141250.xml,"PopTV, 24ur",Gos082,Mf-inte-04504,-,-,ženski,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Vm-gost-03514,21,SPOG-Gos091-JItvslpour-rd0904150918.xml,"PopTV, 24ur",Gos091,Vm-gost-03514,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Am-udel-02284,45,SPOG-Gos176-NNosljakds-jm0103151200.xml,formalni delovni sestanek,Gos176,Am-udel-02284,-,-,moški,30 do 59 let,formalni delovni sestanek,osebni stik,Gos,nezasebni
Bf-udel-02285,1,SPOG-Gos176-NNosljakds-jm0103151200.xml,formalni delovni sestanek,Gos176,Bf-udel-02285,-,-,ženski,-,formalni delovni sestanek,osebni stik,Gos,nezasebni
Df-udel-02287,7,SPOG-Gos176-NNosljakds-jm0103151200.xml,formalni delovni sestanek,Gos176,Df-udel-02287,-,-,ženski,-,formalni delovni sestanek,osebni stik,Gos,nezasebni
Ef-udel-02288,9,SPOG-Gos176-NNosljakds-jm0103151200.xml,formalni delovni sestanek,Gos176,Ef-udel-02288,-,-,ženski,-,formalni delovni sestanek,osebni stik,Gos,nezasebni
Ff-udel-02289,182,SPOG-Gos176-NNosljakds-jm0103151200.xml,formalni delovni sestanek,Gos176,Ff-udel-02289,-,-,ženski,-,formalni delovni sestanek,osebni stik,Gos,nezasebni
Gf-udel-02290,0,SPOG-Gos176-NNosljakds-jm0103151200.xml,formalni delovni sestanek,Gos176,Gf-udel-02290,-,-,ženski,-,formalni delovni sestanek,osebni stik,Gos,nezasebni
Hm-udel-02291,33,SPOG-Gos176-NNosljakds-jm0103151200.xml,formalni delovni sestanek,Gos176,Hm-udel-02291,-,-,moški,-,formalni delovni sestanek,osebni stik,Gos,nezasebni
Jf-udel-02293,8,SPOG-Gos176-NNosljakds-jm0103151200.xml,formalni delovni sestanek,Gos176,Jf-udel-02293,-,-,ženski,-,formalni delovni sestanek,osebni stik,Gos,nezasebni
Bf-novi-00524,70,SPOG-Gos037-JIrajzkrsp-rd0906111419.xml,"Kranj, intervju",Gos037,Bf-novi-00524,gorenjska,-,ženski,-,"Kranj, intervju",radio,Gos,informativno-izobraževalni
Dm-mode-01017,144,SPOG-Gos146-JRrasvcijp-rd0908250932.xml,"City, jutranji",Gos146,Dm-mode-01017,podravska,-,moški,18 do 34 let,"City, jutranji",radio,Gos,razvedrilni
Ef-mode-01018,2,SPOG-Gos146-JRrasvcijp-rd0908250932.xml,"City, jutranji",Gos146,Ef-mode-01018,podravska,-,ženski,18 do 34 let,"City, jutranji",radio,Gos,razvedrilni
Af-prof-02245,70,SPOG-Gos015-JIosjztrdr-ak1001101050.xml,"3. triletje, družboslovje",Gos015,Af-prof-02245,gorenjska,-,ženski,18 do 34 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Ff-ucen-02250,7,SPOG-Gos015-JIosjztrdr-ak1001101050.xml,"3. triletje, družboslovje",Gos015,Ff-ucen-02250,gorenjska,-,ženski,10 do 18 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Om-ucen-02259,1,SPOG-Gos015-JIosjztrdr-ak1001101050.xml,"3. triletje, družboslovje",Gos015,Om-ucen-02259,gorenjska,-,moški,10 do 18 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Sm-ucen-02261,18,SPOG-Gos015-JIosjztrdr-ak1001101050.xml,"3. triletje, družboslovje",Gos015,Sm-ucen-02261,gorenjska,-,moški,10 do 18 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Am-mode-05620,165,SPOG-Gos136-JRrajzcajp-rd0907171301.xml,"Capris, jutranji",Gos136,Am-mode-05620,-,-,moški,-,"Capris, jutranji",radio,Gos,razvedrilni
Cm-mode-05621,85,SPOG-Gos136-JRrajzcajp-rd0907171301.xml,"Capris, jutranji",Gos136,Cm-mode-05621,-,-,moški,-,"Capris, jutranji",radio,Gos,razvedrilni
Am-prof-07143,47,SPOG-Gos057-JIssjzpsdr-bo1003011145.xml,"poklicna strokovna, družboslovje",Gos057,Am-prof-07143,osrednjeslovenska,-,moški,30 do 59 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Bf-ucen-07140,0,SPOG-Gos057-JIssjzpsdr-bo1003011145.xml,"poklicna strokovna, družboslovje",Gos057,Bf-ucen-07140,osrednjeslovenska,-,ženski,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Cm-ucen-07141,2,SPOG-Gos057-JIssjzpsdr-bo1003011145.xml,"poklicna strokovna, družboslovje",Gos057,Cm-ucen-07141,osrednjeslovenska,-,moški,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Em-ucen-07144,28,SPOG-Gos057-JIssjzpsdr-bo1003011145.xml,"poklicna strokovna, družboslovje",Gos057,Em-ucen-07144,osrednjeslovenska,-,moški,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Pn-vsiucenci-10000,0,SPOG-Gos057-JIssjzpsdr-bo1003011145.xml,"poklicna strokovna, družboslovje",Gos057,Pn-vsiucenci-10000,-,-,-,-,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Am-prij-07100,66,SPOG-Gos285-NZtenmprij-tp1002082041.xml,klic prijatelju,Gos285,Am-prij-07100,"osrednjeslovenska, jugovzhodna Slovenija",-,moški,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Bf-prij-07101,27,SPOG-Gos285-NZtenmprij-tp1002082041.xml,klic prijatelju,Gos285,Bf-prij-07101,jugovzhodna Slovenija,-,ženski,10 do 18 let,klic prijatelju,telefon,Gos,zasebni
Bm-novi-06519,87,SPOG-Gos131-JRrajzbejp-rd0907171245.xml,"Belvi, jutranji",Gos131,Bm-novi-06519,-,-,moški,-,"Belvi, jutranji",radio,Gos,razvedrilni
Af-novi-00501,11,SPOG-Gos064-JItvslpopr-rd0903232105.xml,"PopTV, Preverjeno",Gos064,Af-novi-00501,-,-,ženski,-,"PopTV, Preverjeno",televizija,Gos,informativno-izobraževalni
Em-inte-00505,21,SPOG-Gos064-JItvslpopr-rd0903232105.xml,"PopTV, Preverjeno",Gos064,Em-inte-00505,-,-,moški,30 do 59 let,"PopTV, Preverjeno",televizija,Gos,informativno-izobraževalni
Am-prof-07057,80,SPOG-Gos052-JIssjzgidr-bo0912020845.xml,"gimnazija, družboslovje",Gos052,Am-prof-07057,osrednjeslovenska,-,moški,30 do 59 let,"gimnazija, družboslovje",osebni stik,Gos,informativno-izobraževalni
Gm-ucen-07063,1,SPOG-Gos052-JIssjzgidr-bo0912020845.xml,"gimnazija, družboslovje",Gos052,Gm-ucen-07063,osrednjeslovenska,-,moški,10 do 18 let,"gimnazija, družboslovje",osebni stik,Gos,informativno-izobraževalni
Am-novi-00522,36,SPOG-Gos036-JIrajzkrsp-rd0906111417.xml,"Kranj, intervju",Gos036,Am-novi-00522,gorenjska,-,moški,18 do 34 let,"Kranj, intervju",radio,Gos,informativno-izobraževalni
Bm-gost-00521,22,SPOG-Gos036-JIrajzkrsp-rd0906111417.xml,"Kranj, intervju",Gos036,Bm-gost-00521,gorenjska,-,moški,-,"Kranj, intervju",radio,Gos,informativno-izobraževalni
Af-vrst-07522,36,SPOG-Gos252-NZosmbzupr-pv0908181918.xml,"zunaj doma, prijatelji",Gos252,Af-vrst-07522,podravska,-,ženski,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Am-vrst-07523,49,SPOG-Gos252-NZosmbzupr-pv0908181918.xml,"zunaj doma, prijatelji",Gos252,Am-vrst-07523,podravska,-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Am-soro-07522,153,SPOG-Gos246-NZosmbdodr-mo0911021528.xml,"doma, družina",Gos246,Am-soro-07522,podravska,-,moški,18 do 34 let,"doma, družina",osebni stik,Gos,zasebni
Mm-star-07523,27,SPOG-Gos246-NZosmbdodr-mo0911021528.xml,"doma, družina",Gos246,Mm-star-07523,podravska,-,moški,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Bm-mode-01016,59,SPOG-Gos144-JRrasvcijp-rd0908250924.xml,"City, jutranji",Gos144,Bm-mode-01016,podravska,-,moški,30 do 59 let,"City, jutranji",radio,Gos,razvedrilni
Dm-mode-01017,194,SPOG-Gos144-JRrasvcijp-rd0908250924.xml,"City, jutranji",Gos144,Dm-mode-01017,podravska,-,moški,18 do 34 let,"City, jutranji",radio,Gos,razvedrilni
Mm-prij-07531,15,SPOG-Gos251-NZosmbzupr-mo0910301111.xml,"zunaj doma, prijatelji",Gos251,Mm-prij-07531,podravska,-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Om-prij-07528,45,SPOG-Gos251-NZosmbzupr-mo0910301111.xml,"zunaj doma, prijatelji",Gos251,Om-prij-07528,podravska,-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Sm-prij-07530,10,SPOG-Gos251-NZosmbzupr-mo0910301111.xml,"zunaj doma, prijatelji",Gos251,Sm-prij-07530,podravska,-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Am-novi-02044,12,SPOG-Gos142-JRraslvans-rd0906101501.xml,"Val202, Na sceni",Gos142,Am-novi-02044,osrednjeslovenska,-,moški,30 do 59 let,"Val202, Na sceni",radio,Gos,razvedrilni
Bf-gost-02045,147,SPOG-Gos142-JRraslvans-rd0906101501.xml,"Val202, Na sceni",Gos142,Bf-gost-02045,-,-,ženski,-,"Val202, Na sceni",radio,Gos,razvedrilni
Sf-znan-07534,5,SPOG-Gos261-NZosnnzupr-sv1008201003.xml,"zunaj doma, prijatelji",Gos261,Sf-znan-07534,"podravska, osrednjeslovenska",-,ženski,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Tf-znan-07540,38,SPOG-Gos261-NZosnnzupr-sv1008201003.xml,"zunaj doma, prijatelji",Gos261,Tf-znan-07540,"tujina, osrednjeslovenska, podravska, pomurska",-,ženski,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Hf-mode-07518,95,SPOG-Gos154-JRrasvmbjp-rd0908250921.xml,"Maribor1, jutranji",Gos154,Hf-mode-07518,-,-,ženski,-,"Maribor1, jutranji",radio,Gos,razvedrilni
Mm-inte-07510,4,SPOG-Gos154-JRrasvmbjp-rd0908250921.xml,"Maribor1, jutranji",Gos154,Mm-inte-07510,-,-,moški,-,"Maribor1, jutranji",radio,Gos,razvedrilni
Am-nast-05525,3,SPOG-Gos026-JIrajzakjp-rd0906111358.xml,"Aktual, Aktualno",Gos026,Am-nast-05525,-,-,moški,-,"Aktual, Aktualno",radio,Gos,informativno-izobraževalni
Bf-novi-05533,29,SPOG-Gos026-JIrajzakjp-rd0906111358.xml,"Aktual, Aktualno",Gos026,Bf-novi-05533,-,-,ženski,-,"Aktual, Aktualno",radio,Gos,informativno-izobraževalni
Hm-anke-05569,6,SPOG-Gos026-JIrajzakjp-rd0906111358.xml,"Aktual, Aktualno",Gos026,Hm-anke-05569,-,-,moški,-,"Aktual, Aktualno",radio,Gos,informativno-izobraževalni
Af-prof-05563,69,SPOG-Gos172-NNosgopods-kk0905222006.xml,formalni delovni sestanek,Gos172,Af-prof-05563,"goriška, osrednjeslovenska",-,ženski,30 do 59 let,formalni delovni sestanek,osebni stik,Gos,nezasebni
Bf-prof-05564,8,SPOG-Gos172-NNosgopods-kk0905222006.xml,formalni delovni sestanek,Gos172,Bf-prof-05564,"goriška, osrednjeslovenska",-,ženski,30 do 59 let,formalni delovni sestanek,osebni stik,Gos,nezasebni
Cf-prof-05565,40,SPOG-Gos172-NNosgopods-kk0905222006.xml,formalni delovni sestanek,Gos172,Cf-prof-05565,"goriška, osrednjeslovenska",-,ženski,30 do 59 let,formalni delovni sestanek,osebni stik,Gos,nezasebni
Af-star-05611,4,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina",Gos220,Af-star-05611,"obalno-kraška, goriška",-,ženski,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Bm-star-05612,25,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina",Gos220,Bm-star-05612,goriška,-,moški,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Cf-otro-05613,5,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina",Gos220,Cf-otro-05613,goriška,-,ženski,18 do 34 let,"doma, družina",osebni stik,Gos,zasebni
Df-otro-05614,16,SPOG-Gos220-NZosgododr-ag0907121630.xml,"doma, družina",Gos220,Df-otro-05614,goriška,-,ženski,10 do 18 let,"doma, družina",osebni stik,Gos,zasebni
Af-prof-02215,74,SPOG-Gos012-JIosjzdrna-ak1001100755.xml,"2. triletje, naravoslovje",Gos012,Af-prof-02215,"osrednjeslovenska, gorenjska",-,ženski,30 do 59 let,"2. triletje, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Cf-ucen-02217,2,SPOG-Gos012-JIosjzdrna-ak1001100755.xml,"2. triletje, naravoslovje",Gos012,Cf-ucen-02217,gorenjska,-,ženski,10 do 18 let,"2. triletje, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Gm-ucen-02221,7,SPOG-Gos012-JIosjzdrna-ak1001100755.xml,"2. triletje, naravoslovje",Gos012,Gm-ucen-02221,gorenjska,-,moški,10 do 18 let,"2. triletje, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Fm-mode-05592,5,SPOG-Gos027-JIrajzakjp-rd0906111359.xml,"Aktual, Aktualno",Gos027,Fm-mode-05592,-,-,moški,-,"Aktual, Aktualno",radio,Gos,informativno-izobraževalni
Lm-posl-05607,45,SPOG-Gos027-JIrajzakjp-rd0906111359.xml,"Aktual, Aktualno",Gos027,Lm-posl-05607,-,-,moški,-,"Aktual, Aktualno",radio,Gos,informativno-izobraževalni
Pm-inte-03513,15,SPOG-Gos090-JItvslpour-rd0904150917.xml,"PopTV, 24ur",Gos090,Pm-inte-03513,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Af-gost-09027,27,SPOG-Gos158-JRtvslpoas-rd0904221512.xml,"PopTV, As ti tud",Gos158,Af-gost-09027,-,-,ženski,-,"PopTV, As ti tud",televizija,Gos,razvedrilni
