Sent_id	Split
Gos231.s54	train
Gos231.s55	train
Gos231.s56	train
Gos231.s57	train
Gos231.s58	train
Gos231.s59	train
Gos231.s60	train
Gos231.s61	train
Gos231.s62	train
Gos231.s63	train
Gos231.s64	train
Gos232.s81	train
Gos232.s82	train
Gos232.s83	train
Gos232.s84	train
Gos232.s85	train
Gos232.s86	train
Gos232.s87	train
Gos232.s89	train
Gos232.s90	train
Gos232.s91	train
Gos233.s345	train
Gos233.s346	train
Gos233.s347	train
Gos233.s348	train
Gos233.s349	train
Gos233.s350	train
Gos233.s351	train
Gos233.s352	train
Gos233.s353	train
Gos233.s354	train
Gos233.s355	train
Gos233.s356	train
Gos233.s357	train
Gos233.s358	train
Gos233.s359	train
Gos233.s360	train
Gos233.s361	train
Gos233.s362	train
Gos233.s363	train
Gos233.s364	train
Gos234.s135	train
Gos234.s136	train
Gos234.s137	train
Gos234.s138	train
Gos235.s242	train
Gos235.s243	train
Gos235.s244	train
Gos235.s245	train
Gos235.s246	train
Gos235.s247	train
Gos235.s248	train
Gos235.s249	train
Gos235.s250	train
Gos235.s251	train
Gos235.s252	train
Gos235.s253	train
Gos236.s356	train
Gos236.s357	train
Gos236.s359	train
Gos236.s360	train
Gos236.s361	train
Gos236.s362	train
Gos236.s363	train
Gos236.s364	train
Gos236.s366	train
Gos236.s367	train
Gos236.s368	train
Gos236.s369	train
Gos236.s370	train
Gos236.s371	train
Gos236.s372	train
Gos236.s373	train
Gos236.s374	train
Gos236.s375	train
Gos239.s7	train
Gos239.s8	train
Gos239.s9	train
Gos239.s10	train
Gos239.s11	train
Gos239.s12	train
Gos239.s13	train
Gos239.s14	train
Gos239.s15	train
Gos239.s16	train
Gos239.s17	train
Gos239.s18	train
Gos240.s89	train
Gos240.s90	train
Gos240.s91	train
Gos240.s92	train
Gos240.s93	train
Gos240.s94	train
Gos240.s95	train
Gos240.s96	train
Gos240.s97	train
Gos240.s98	train
Gos240.s99	train
Gos240.s100	train
Gos240.s101	train
Gos240.s102	train
Gos240.s103	train
Gos240.s104	train
Gos240.s105	train
Gos240.s106	train
Gos240.s107	train
Gos240.s108	train
Gos240.s109	train
Gos241.s147	train
Gos241.s148	train
Gos241.s149	train
Gos241.s150	train
Gos241.s151	train
Gos241.s152	train
Gos241.s153	train
Gos241.s154	train
Gos241.s155	train
Gos241.s156	train
Gos241.s157	train
Gos241.s158	train
Gos241.s159	train
Gos241.s160	train
Gos241.s161	train
Gos242.s39	train
Gos242.s40	train
Gos242.s41	train
Gos242.s42	train
Gos242.s43	train
Gos242.s44	train
Gos242.s45	train
Gos242.s46	train
Gos242.s48	train
Gos242.s49	train
Gos242.s50	train
Gos242.s52	train
Gos242.s53	train
Gos242.s54	train
Gos243.s84	train
Gos243.s85	train
Gos243.s86	train
Gos243.s87	train
Gos243.s88	train
Gos243.s89	train
Gos243.s90	train
Gos243.s91	train
Gos243.s92	train
Gos243.s93	train
Gos243.s94	train
Gos243.s95	train
Gos243.s96	train
Gos243.s97	train
Gos243.s98	train
Gos243.s99	train
Gos243.s100	train
Gos243.s101	train
Gos243.s102	train
Gos243.s103	train
Gos244.s397	train
Gos244.s398	train
Gos244.s399	train
Gos244.s400	train
Gos244.s401	train
Gos244.s402	train
Gos244.s403	train
Gos244.s404	train
Gos244.s405	train
Gos244.s406	train
Gos244.s407	train
Gos244.s408	train
Gos244.s409	train
Gos244.s410	train
Gos244.s411	train
Gos244.s412	train
Gos244.s413	train
Gos244.s414	train
Gos244.s415	train
Gos244.s416	train
Gos244.s417	train
Gos244.s418	train
Gos244.s419	train
Gos244.s420	train
Gos245.s564	train
Gos245.s565	train
Gos245.s566	train
Gos245.s567	train
Gos245.s568	train
Gos245.s569	train
Gos245.s571	train
Gos245.s573	train
Gos245.s574	train
Gos245.s575	train
Gos245.s577	train
Gos245.s579	train
Gos245.s580	train
Gos245.s581	train
Gos245.s583	train
Gos245.s584	train
Gos245.s585	train
Gos245.s586	train
Gos245.s587	train
Gos245.s588	train
Gos247.s332	train
Gos247.s333	train
Gos247.s334	train
Gos247.s335	train
Gos247.s337	train
Gos247.s339	train
Gos247.s340	train
Gos247.s341	train
Gos247.s342	train
Gos247.s343	train
Gos247.s344	train
Gos247.s345	train
Gos247.s346	train
Gos249.s183	train
Gos249.s184	train
Gos249.s185	train
Gos249.s186	train
Gos249.s187	train
Gos249.s188	train
Gos249.s189	train
Gos249.s191	train
Gos249.s192	train
Gos249.s193	train
Gos249.s194	train
Gos251.s295	train
Gos251.s296	train
Gos251.s297	train
Gos251.s298	train
Gos251.s299	train
Gos251.s300	train
Gos251.s301	train
Gos251.s302	train
Gos251.s303	train
Gos251.s304	train
Gos251.s305	train
Gos251.s306	train
Gos256.s68	train
Gos256.s69	train
Gos256.s70	train
Gos256.s71	train
Gos256.s72	train
Gos256.s73	train
Gos256.s74	train
Gos256.s75	train
Gos256.s76	train
Gos256.s77	train
Gos256.s79	train
Gos256.s81	train
Gos256.s82	train
Gos256.s83	train
Gos256.s84	train
Gos256.s85	train
Gos256.s86	train
Gos256.s87	train
Gos256.s88	train
Gos256.s89	train
Gos257.s118	train
Gos257.s119	train
Gos257.s120	train
Gos257.s121	train
Gos257.s122	train
Gos257.s123	train
Gos257.s124	train
Gos257.s125	train
Gos259.s19	train
Gos259.s21	train
Gos259.s22	train
Gos259.s24	train
Gos259.s25	train
Gos259.s26	train
Gos259.s27	train
Gos259.s28	train
Gos259.s29	train
Gos259.s30	train
Gos259.s31	train
Gos259.s32	train
Gos260.s228	train
Gos260.s229	train
Gos260.s230	train
Gos260.s231	train
Gos260.s232	train
Gos260.s233	train
Gos260.s234	train
Gos260.s235	train
Gos260.s236	train
Gos260.s237	train
Gos260.s238	train
Gos260.s239	train
Gos260.s240	train
Gos260.s241	train
Gos260.s242	train
Gos260.s243	train
Gos261.s70	train
Gos261.s71	train
Gos261.s72	train
Gos261.s73	train
Gos262.s114	train
Gos262.s115	train
Gos262.s116	train
Gos262.s117	train
Gos262.s119	train
Gos262.s120	train
Gos262.s121	train
Gos262.s122	train
Gos262.s123	train
Gos262.s124	train
Gos262.s125	train
Gos262.s126	train
Gos262.s127	train
Gos262.s128	train
Gos263.s262	train
Gos263.s263	train
Gos263.s264	train
Gos263.s265	train
Gos263.s266	train
Gos263.s267	train
Gos263.s268	train
Gos263.s269	train
Gos263.s270	train
Gos263.s271	train
Gos263.s272	train
Gos264.s65	train
Gos264.s66	train
Gos264.s67	train
Gos264.s68	train
Gos264.s69	train
Gos265.s52	train
Gos265.s53	train
Gos265.s54	train
Gos265.s55	train
Gos265.s57	train
Gos265.s58	train
Gos267.s14	train
Gos267.s15	train
Gos267.s16	train
Gos267.s17	train
Gos267.s19	train
Gos267.s20	train
Gos267.s21	train
Gos268.s205	train
Gos268.s206	train
Gos268.s207	train
Gos268.s208	train
Gos268.s209	train
Gos268.s211	train
Gos268.s212	train
Gos268.s213	train
Gos268.s215	train
Gos268.s216	train
Gos268.s217	train
Gos268.s218	train
Gos268.s219	train
Gos268.s220	train
Gos268.s221	train
Gos270.s184	train
Gos270.s185	train
Gos270.s186	train
Gos270.s187	train
Gos270.s188	train
Gos270.s189	train
Gos270.s190	train
Gos272.s62	train
Gos272.s63	train
Gos273.s81	train
Gos273.s82	train
Gos273.s83	train
Gos273.s84	train
Gos273.s85	train
Gos273.s86	train
Gos273.s87	train
Gos273.s88	train
Gos273.s89	train
Gos273.s90	train
Gos273.s91	train
Gos273.s92	train
Gos273.s93	train
Gos274.s26	train
Gos274.s27	train
Gos274.s28	train
Gos274.s29	train
Gos274.s30	train
Gos274.s31	train
Gos277.s56	train
Gos277.s57	train
Gos277.s58	train
Gos277.s59	train
Gos277.s60	train
Gos277.s61	train
Gos277.s63	train
Gos277.s64	train
Gos277.s65	train
Gos277.s66	train
Gos277.s67	train
Gos277.s68	train
Gos277.s69	train
Gos277.s70	train
Gos277.s71	train
Gos277.s72	train
Gos277.s73	train
Gos277.s74	train
Gos278.s272	train
Gos278.s273	train
Gos278.s274	train
Gos278.s275	train
Gos278.s276	train
Gos278.s277	train
Gos278.s278	train
Gos278.s279	train
Gos278.s280	train
Gos278.s281	train
Gos278.s282	train
Gos278.s283	train
Gos279.s5	train
Gos279.s6	train
Gos279.s7	train
Gos279.s8	train
Gos279.s9	train
Gos280.s16	train
Gos280.s17	train
Gos280.s18	train
Gos280.s19	train
Gos280.s20	train
Gos280.s21	train
Gos280.s22	train
Gos280.s23	train
Gos280.s24	train
Gos280.s25	train
Gos280.s26	train
Gos280.s27	train
Gos280.s28	train
Gos280.s29	train
Gos280.s30	train
Gos280.s31	train
Gos280.s32	train
Gos280.s33	train
Gos280.s34	train
Gos280.s35	train
Gos280.s36	train
Gos280.s37	train
Gos280.s38	train
Gos280.s39	train
Gos282.s251	train
Gos282.s252	train
Gos282.s254	train
Gos282.s255	train
Gos282.s256	train
Gos282.s258	train
Gos282.s259	train
Gos282.s260	train
Gos282.s261	train
Gos283.s252	train
Gos283.s253	train
Gos283.s254	train
Gos283.s255	train
Gos283.s256	train
Gos283.s257	train
Gos283.s258	train
Gos283.s259	train
Gos283.s260	train
Gos283.s261	train
Gos284.s103	train
Gos284.s104	train
Gos284.s105	train
Gos284.s106	train
Gos284.s107	train
Gos284.s108	train
Gos284.s109	train
Gos284.s110	train
Gos286.s371	train
Gos286.s373	train
Gos286.s374	train
Gos286.s375	train
Gos286.s376	train
Gos286.s377	train
Gos286.s378	train
Gos286.s379	train
Gos286.s380	train
Gos286.s381	train
Gos286.s382	train
Gos286.s383	train
Gos286.s384	train
Gos286.s385	train
Gos287.s43	train
Gos287.s44	train
Gos287.s45	train
Gos287.s46	train
Gos287.s47	train
Gos287.s48	train
Gos287.s49	train
Gos287.s50	train
Gos287.s51	train
Gos287.s52	train
Gos287.s53	train
Gos287.s54	train
Gos287.s55	train
Gos287.s56	train
Gos287.s57	train
Gos287.s58	train
Gos287.s59	train
Gos287.s60	train
Gos287.s61	train
Gos287.s62	train
Gos287.s63	train
Gos136.s403	train
Gos136.s404	train
Gos136.s405	train
Gos136.s406	train
Gos136.s407	train
Gos136.s409	train
Gos136.s410	train
Gos136.s411	train
Gos136.s412	train
Gos136.s413	train
Gos136.s414	train
Gos136.s415	train
Gos136.s416	train
Gos136.s417	train
Gos136.s418	train
Gos136.s419	train
Gos136.s420	train
Gos136.s421	train
Gos136.s422	train
Gos136.s423	train
Gos136.s424	train
Gos136.s425	train
Gos136.s426	train
Gos136.s427	train
Gos136.s428	train
Gos136.s429	train
Gos136.s430	train
Gos136.s431	train
Gos136.s432	train
Gos136.s433	train
Gos136.s434	train
Gos136.s435	train
Gos136.s436	train
Gos136.s437	train
Gos138.s24	train
Gos138.s25	train
Gos138.s26	train
Gos138.s27	train
Gos138.s28	train
Gos138.s29	train
Gos138.s30	train
Gos138.s31	train
Gos138.s33	train
Gos138.s35	train
Gos138.s37	train
Gos138.s38	train
Gos138.s39	train
Gos138.s40	train
Gos138.s41	train
Gos138.s42	train
Gos138.s43	train
Gos138.s44	train
Gos138.s45	train
Gos138.s46	train
Gos138.s47	train
Gos138.s48	train
Gos138.s49	train
Gos138.s50	train
Gos138.s51	train
Gos138.s52	train
Gos138.s53	train
Gos138.s54	train
Gos138.s55	train
Gos138.s56	train
Gos138.s57	train
Gos138.s58	train
Gos138.s59	train
Gos138.s60	train
Gos138.s61	train
Gos138.s62	train
Gos138.s63	train
Gos138.s64	train
Gos138.s65	train
Gos138.s66	train
Gos138.s67	train
Gos138.s68	train
Gos138.s69	train
Gos138.s70	train
Gos138.s71	train
Gos138.s73	train
Gos138.s74	train
Gos138.s75	train
Gos138.s76	train
Gos138.s77	train
Gos138.s78	train
Gos138.s79	train
Gos138.s80	train
Gos138.s81	train
Gos138.s83	train
Gos138.s85	train
Gos138.s87	train
Gos138.s89	train
Gos138.s91	train
Gos138.s92	train
Gos138.s93	train
Gos138.s94	train
Gos138.s95	train
Gos138.s96	train
Gos138.s97	train
Gos138.s98	train
Gos138.s99	train
Gos138.s100	train
Gos138.s101	train
Gos138.s102	train
Gos138.s103	train
Gos138.s105	train
Gos138.s106	train
Gos138.s108	train
Gos138.s109	train
Gos138.s110	train
Gos138.s112	train
Gos138.s114	train
Gos138.s115	train
Gos138.s116	train
Gos138.s118	train
Gos159.s592	train
Gos159.s593	train
Gos159.s594	train
Gos159.s595	train
Gos159.s596	train
Gos159.s597	train
Gos159.s598	train
Gos159.s599	train
Gos159.s600	train
Gos159.s601	train
Gos159.s602	train
Gos159.s603	train
Gos159.s604	train
Gos159.s605	train
Gos159.s606	train
Gos159.s607	train
Gos159.s608	train
Gos159.s609	train
Gos159.s610	train
Gos159.s612	train
Gos159.s614	train
Gos159.s615	train
Gos159.s616	train
Gos159.s617	train
Gos159.s618	train
Gos159.s619	train
Gos159.s620	train
Gos159.s621	train
Gos159.s622	train
Gos159.s623	train
Gos159.s624	train
Gos159.s625	train
Gos159.s626	train
Gos159.s627	train
Gos159.s628	train
Gos159.s629	train
Gos159.s630	train
Gos159.s631	train
Gos159.s632	train
Gos159.s633	train
Gos159.s634	train
Gos159.s635	train
Gos159.s636	train
Gos159.s637	train
Gos159.s638	train
Gos159.s640	train
Gos159.s641	train
Gos159.s642	train
Gos159.s643	train
Gos159.s644	train
Gos159.s645	train
Gos159.s646	train
Gos159.s647	train
Gos159.s648	train
Gos159.s649	train
Gos159.s651	train
Gos159.s652	train
Gos159.s653	train
Gos159.s654	train
Gos159.s655	train
Gos159.s656	train
Gos159.s657	train
Gos159.s658	train
Gos159.s659	train
Gos159.s660	train
Gos159.s661	train
Gos159.s662	train
Gos159.s663	train
Gos159.s664	train
Gos167.s153	train
Gos167.s154	train
Gos167.s155	train
Gos167.s156	train
Gos167.s157	train
Gos167.s158	train
Gos167.s159	train
Gos167.s160	train
Gos167.s161	train
Gos167.s162	train
Gos167.s163	train
Gos167.s164	train
Gos167.s165	train
Gos167.s166	train
Gos167.s167	train
Gos167.s168	train
Gos167.s169	train
Gos167.s170	train
Gos167.s171	train
Gos167.s172	train
Gos167.s175	train
Gos167.s176	train
Gos167.s177	train
Gos167.s178	train
Gos167.s179	train
Gos167.s180	train
Gos167.s181	train
Gos167.s182	train
Gos167.s183	train
Gos167.s185	train
Gos167.s186	train
Gos167.s188	train
Gos167.s189	train
Gos167.s190	train
Gos167.s191	train
Gos167.s192	train
Gos167.s193	train
Gos167.s194	train
Gos173.s23	train
Gos173.s24	train
Gos173.s25	train
Gos173.s26	train
Gos173.s27	train
Gos173.s28	train
Gos173.s29	train
Gos173.s30	train
Gos173.s31	train
Gos173.s32	train
Gos173.s33	train
Gos173.s34	train
Gos173.s35	train
Gos173.s36	train
Gos173.s37	train
Gos173.s38	train
Gos173.s41	train
Gos173.s42	train
Gos173.s43	train
Gos173.s45	train
Gos173.s46	train
Gos173.s47	train
Gos173.s48	train
Gos173.s50	train
Gos173.s51	train
Gos173.s52	train
Gos173.s53	train
Gos173.s54	train
Gos173.s55	train
Gos173.s56	train
Gos173.s57	train
Gos173.s58	train
Gos173.s59	train
Gos173.s60	train
Gos173.s61	train
Gos173.s62	train
Gos173.s63	train
Gos173.s64	train
Gos173.s65	train
Gos173.s66	train
Gos173.s67	train
Gos173.s68	train
Gos173.s69	train
Gos173.s70	train
Gos173.s71	train
Gos173.s72	train
Gos173.s73	train
Gos173.s74	train
Gos181.s412	train
Gos181.s413	train
Gos181.s414	train
Gos181.s415	train
Gos181.s416	train
Gos181.s417	train
Gos181.s418	train
Gos181.s419	train
Gos181.s421	train
Gos181.s422	train
Gos181.s423	train
Gos181.s424	train
Gos181.s425	train
Gos181.s427	train
Gos181.s428	train
Gos181.s429	train
Gos181.s430	train
Gos181.s431	train
Gos181.s432	train
Gos181.s433	train
Gos181.s434	train
Gos181.s435	train
Gos181.s436	train
Gos181.s438	train
Gos181.s439	train
Gos181.s440	train
Gos181.s441	train
Gos181.s442	train
Gos181.s443	train
Gos181.s444	train
Gos181.s447	train
Gos181.s448	train
Gos181.s449	train
Gos181.s451	train
Gos181.s452	train
Gos181.s453	train
Gos181.s454	train
Gos181.s455	train
Gos181.s456	train
Gos181.s457	train
Gos181.s458	train
Gos181.s459	train
Gos181.s460	train
Gos181.s461	train
Gos181.s463	train
Gos181.s464	train
Gos181.s466	train
Gos181.s467	train
Gos181.s468	train
Gos181.s469	train
Gos181.s470	train
Gos181.s471	train
Gos181.s472	train
Gos181.s473	train
Gos181.s474	train
Gos181.s475	train
Gos181.s476	train
Gos181.s477	train
Gos181.s478	train
Gos181.s479	train
Gos181.s480	train
Gos181.s481	train
Gos181.s482	train
Gos181.s483	train
Gos181.s484	train
Gos181.s485	train
Gos181.s486	train
Gos181.s487	train
Gos182.s189	train
Gos182.s190	train
Gos182.s191	train
Gos182.s192	train
Gos182.s193	train
Gos182.s194	train
Gos182.s195	train
Gos182.s196	train
Gos182.s198	train
Gos182.s199	train
Gos182.s200	train
Gos182.s201	train
Gos182.s202	train
Gos182.s204	train
Gos182.s205	train
Gos182.s206	train
Gos182.s207	train
Gos182.s208	train
Gos182.s209	train
Gos182.s210	train
Gos182.s211	train
Gos182.s212	train
Gos182.s213	train
Gos182.s214	train
Gos182.s215	train
Gos182.s216	train
Gos182.s217	train
Gos182.s218	train
Gos182.s219	train
Gos182.s220	train
Gos182.s221	train
Gos182.s222	train
Gos182.s223	train
Gos182.s224	train
Gos182.s225	train
Gos182.s226	train
Gos182.s228	train
Gos182.s229	train
Gos182.s230	train
Gos182.s231	train
Gos183.s388	train
Gos183.s390	train
Gos183.s392	train
Gos183.s394	train
Gos183.s396	train
Gos183.s397	train
Gos183.s399	train
Gos183.s400	train
Gos183.s401	train
Gos183.s402	train
Gos183.s403	train
Gos183.s404	train
Gos183.s405	train
Gos183.s406	train
Gos183.s407	train
Gos183.s408	train
Gos183.s409	train
Gos183.s410	train
Gos183.s412	train
Gos183.s413	train
Gos183.s415	train
Gos183.s417	train
Gos183.s418	train
Gos183.s420	train
Gos183.s422	train
Gos183.s424	train
Gos183.s426	train
Gos183.s427	train
Gos183.s429	train
Gos183.s430	train
Gos183.s432	train
Gos183.s433	train
Gos183.s435	train
Gos183.s437	train
Gos183.s439	train
Gos183.s440	train
Gos183.s442	train
Gos183.s444	train
Gos183.s446	train
Gos183.s448	train
Gos183.s450	train
Gos183.s452	train
Gos183.s454	train
Gos183.s456	train
Gos183.s457	train
Gos183.s458	train
Gos183.s459	train
Gos183.s461	train
Gos183.s463	train
Gos183.s465	train
Gos183.s467	train
Gos183.s468	train
Gos183.s469	train
Gos183.s471	train
Gos183.s473	train
Gos183.s474	train
Gos183.s475	train
Gos190.s87	train
Gos190.s88	train
Gos190.s89	train
Gos190.s90	train
Gos190.s91	train
Gos190.s92	train
Gos190.s93	train
Gos190.s94	train
Gos190.s95	train
Gos190.s96	train
Gos190.s97	train
Gos190.s98	train
Gos190.s99	train
Gos190.s100	train
Gos190.s102	train
Gos190.s103	train
Gos190.s104	train
Gos190.s105	train
Gos190.s106	train
Gos190.s107	train
Gos190.s108	train
Gos190.s109	train
Gos190.s110	train
Gos190.s111	train
Gos190.s112	train
Gos190.s113	train
Gos190.s114	train
Gos190.s115	train
Gos190.s116	train
Gos190.s117	train
Gos190.s118	train
Gos190.s119	train
Gos190.s120	train
Gos190.s121	train
Gos190.s122	train
Gos190.s123	train
Gos190.s124	train
Gos190.s125	train
Gos190.s126	train
Gos190.s127	train
Gos190.s128	train
Gos190.s129	train
Gos190.s130	train
Gos190.s131	train
Gos190.s132	train
Gos190.s133	train
Gos190.s134	train
Gos190.s135	train
Gos190.s136	train
Gos190.s137	train
Gos190.s139	train
Gos190.s140	train
Gos190.s141	train
Gos190.s143	train
Gos190.s144	train
Gos190.s146	train
Gos190.s147	train
Gos190.s148	train
Gos190.s150	train
Gos190.s152	train
Gos190.s153	train
Gos190.s155	train
Gos190.s156	train
Gos190.s157	train
Gos190.s158	train
Gos190.s159	train
Gos190.s160	train
Gos190.s161	train
Gos190.s162	train
Gos190.s163	train
Gos190.s164	train
Gos190.s165	train
Gos190.s167	train
Gos190.s168	train
Gos190.s169	train
Gos190.s170	train
Gos190.s171	train
Gos190.s172	train
Gos190.s173	train
Gos200.s75	train
Gos200.s76	train
Gos200.s77	train
Gos200.s78	train
Gos200.s79	train
Gos200.s80	train
Gos200.s81	train
Gos200.s82	train
Gos200.s83	train
Gos200.s84	train
Gos200.s85	train
Gos200.s86	train
Gos200.s87	train
Gos200.s88	train
Gos200.s89	train
Gos200.s90	train
Gos200.s91	train
Gos200.s92	train
Gos200.s93	train
Gos200.s94	train
Gos200.s95	train
Gos200.s96	train
Gos200.s97	train
Gos200.s98	train
Gos200.s99	train
Gos200.s100	train
Gos200.s102	train
Gos200.s103	train
Gos200.s104	train
Gos200.s105	train
Gos200.s106	train
Gos200.s107	train
Gos200.s108	train
Gos200.s109	train
Gos200.s110	train
Gos200.s111	train
Gos200.s112	train
Gos200.s113	train
Gos200.s114	train
Gos200.s115	train
Gos200.s116	train
Gos200.s117	train
Gos200.s118	train
Gos200.s119	train
Gos200.s120	train
Gos200.s121	train
Gos200.s122	train
Gos200.s123	train
Gos200.s124	train
Gos220.s64	train
Gos220.s65	train
Gos220.s66	train
Gos220.s67	train
Gos220.s68	train
Gos220.s69	train
Gos220.s70	train
Gos220.s71	train
Gos220.s72	train
Gos220.s73	train
Gos220.s74	train
Gos220.s75	train
Gos220.s76	train
Gos220.s77	train
Gos220.s78	train
Gos220.s79	train
Gos220.s80	train
Gos220.s81	train
Gos220.s82	train
Gos220.s83	train
Gos220.s84	train
Gos220.s85	train
Gos220.s86	train
Gos220.s87	train
Gos220.s88	train
Gos220.s89	train
Gos220.s90	train
Gos220.s91	train
Gos220.s92	train
Gos220.s93	train
Gos220.s94	train
Gos220.s95	train
Gos220.s96	train
Gos220.s97	train
Gos220.s98	train
Gos220.s99	train
Gos220.s100	train
Gos220.s101	train
Gos220.s102	train
Gos220.s103	train
Gos220.s104	train
Gos220.s105	train
Gos220.s106	train
Gos220.s107	train
Gos220.s108	train
Gos220.s109	train
Gos220.s110	train
Gos220.s111	train
Gos220.s112	train
Gos224.s102	train
Gos224.s104	train
Gos224.s105	train
Gos224.s107	train
Gos224.s109	train
Gos224.s111	train
Gos224.s112	train
Gos224.s113	train
Gos224.s114	train
Gos224.s115	train
Gos224.s116	train
Gos224.s117	train
Gos224.s118	train
Gos224.s119	train
Gos224.s120	train
Gos224.s121	train
Gos224.s122	train
Gos224.s123	train
Gos224.s124	train
Gos224.s125	train
Gos224.s126	train
Gos224.s127	train
Gos224.s128	train
Gos224.s129	train
Gos224.s130	train
Gos224.s131	train
Gos224.s132	train
Gos224.s134	train
Gos224.s135	train
Gos224.s136	train
Gos224.s138	train
Gos224.s140	train
Gos224.s141	train
Gos224.s142	train
Gos224.s143	train
Gos224.s144	train
Gos224.s145	train
Gos224.s146	train
Gos224.s147	train
Gos224.s148	train
Gos224.s149	train
Gos224.s150	train
Gos224.s151	train
Gos224.s152	train
Gos224.s153	train
Gos224.s154	train
Gos224.s155	train
Gos224.s156	train
Gos224.s157	train
Gos224.s158	train
Gos224.s159	train
Gos224.s161	train
Gos224.s162	train
Gos224.s163	train
Gos224.s164	train
Gos228.s60	train
Gos228.s61	train
Gos228.s62	train
Gos228.s63	train
Gos228.s64	train
Gos228.s65	train
Gos228.s66	train
Gos228.s67	train
Gos228.s68	train
Gos228.s69	train
Gos228.s70	train
Gos228.s71	train
Gos228.s72	train
Gos228.s73	train
Gos228.s74	train
Gos228.s75	train
Gos228.s76	train
Gos228.s77	train
Gos228.s78	train
Gos228.s79	train
Gos228.s80	train
Gos228.s81	train
Gos228.s82	train
Gos228.s83	train
Gos228.s84	train
Gos228.s85	train
Gos228.s86	train
Gos228.s87	train
Gos228.s88	train
Gos228.s89	train
Gos228.s90	train
Gos228.s91	train
Gos228.s92	train
Gos228.s93	train
Gos228.s94	train
Gos228.s95	train
Gos228.s96	train
Gos229.s341	train
Gos229.s342	train
Gos229.s343	train
Gos229.s344	train
Gos229.s345	train
Gos229.s346	train
Gos229.s347	train
Gos229.s348	train
Gos229.s349	train
Gos229.s350	train
Gos229.s351	train
Gos229.s353	train
Gos229.s354	train
Gos229.s355	train
Gos229.s356	train
Gos229.s357	train
Gos229.s358	train
Gos229.s359	train
Gos229.s360	train
Gos229.s361	train
Gos229.s362	train
Gos229.s363	train
Gos229.s364	train
Gos229.s365	train
Gos229.s366	train
Gos229.s367	train
Gos229.s368	train
Gos229.s369	train
Gos229.s370	train
Gos229.s371	train
Gos229.s372	train
Gos229.s373	train
Gos229.s374	train
Gos229.s375	train
Gos229.s376	train
Gos229.s377	train
Gos229.s378	train
Gos229.s379	train
Gos229.s380	train
Gos229.s381	train
Gos229.s382	train
Gos229.s383	train
Gos229.s384	train
Gos229.s385	train
Gos229.s386	train
Gos229.s387	train
Gos229.s388	train
Gos229.s389	train
Gos229.s390	train
Gos229.s391	train
Gos233.s366	train
Gos233.s367	train
Gos233.s368	train
Gos233.s369	train
Gos233.s370	train
Gos233.s371	train
Gos233.s372	train
Gos233.s373	train
Gos233.s374	train
Gos233.s375	train
Gos233.s376	train
Gos233.s377	train
Gos233.s378	train
Gos233.s380	train
Gos233.s381	train
Gos233.s382	train
Gos233.s383	train
Gos233.s384	train
Gos233.s385	train
Gos233.s386	train
Gos233.s387	train
Gos233.s388	train
Gos233.s389	train
Gos233.s390	train
Gos233.s391	train
Gos233.s392	train
Gos233.s393	train
Gos233.s394	train
Gos233.s395	train
Gos233.s396	train
Gos233.s397	train
Gos233.s398	train
Gos233.s399	train
Gos233.s400	train
Gos233.s401	train
Gos233.s402	train
Gos233.s403	train
Gos233.s404	train
Gos233.s405	train
Gos233.s406	train
Gos233.s407	train
Gos233.s408	train
Gos233.s409	train
Gos233.s410	train
Gos233.s411	train
Gos233.s412	train
Gos233.s413	train
Gos233.s414	train
Gos233.s415	train
Gos233.s417	train
Gos233.s418	train
Gos233.s419	train
Gos233.s420	train
Gos233.s421	train
Gos233.s422	train
Gos233.s423	train
Gos233.s424	train
Gos233.s426	train
Gos233.s427	train
Gos233.s429	train
Gos233.s431	train
Gos233.s433	train
Gos233.s434	train
Gos233.s435	train
Gos233.s436	train
Gos233.s437	train
Gos233.s438	train
Gos233.s439	train
Gos233.s440	train
Gos233.s441	train
Gos233.s442	train
Gos233.s443	train
Gos233.s444	train
Gos233.s445	train
Gos233.s446	train
Gos233.s447	train
Gos233.s448	train
Gos246.s359	train
Gos246.s361	train
Gos246.s362	train
Gos246.s363	train
Gos246.s364	train
Gos246.s365	train
Gos246.s366	train
Gos246.s367	train
Gos246.s368	train
Gos246.s369	train
Gos246.s370	train
Gos246.s371	train
Gos246.s372	train
Gos246.s373	train
Gos246.s374	train
Gos246.s375	train
Gos246.s376	train
Gos246.s377	train
Gos246.s378	train
Gos246.s379	train
Gos246.s380	train
Gos246.s381	train
Gos246.s382	train
Gos246.s383	train
Gos246.s384	train
Gos246.s385	train
Gos246.s386	train
Gos246.s387	train
Gos246.s388	train
Gos246.s389	train
Gos246.s390	train
Gos246.s391	train
Gos246.s392	train
Gos246.s393	train
Gos254.s609	train
Gos254.s610	train
Gos254.s611	train
Gos254.s612	train
Gos254.s614	train
Gos254.s615	train
Gos254.s616	train
Gos254.s617	train
Gos254.s618	train
Gos254.s619	train
Gos254.s620	train
Gos254.s621	train
Gos254.s622	train
Gos254.s623	train
Gos254.s624	train
Gos254.s625	train
Gos254.s626	train
Gos254.s627	train
Gos254.s629	train
Gos254.s631	train
Gos254.s632	train
Gos254.s633	train
Gos254.s634	train
Gos254.s635	train
Gos254.s636	train
Gos254.s637	train
Gos254.s638	train
Gos254.s639	train
Gos254.s640	train
Gos254.s641	train
